id,text,emotions
5519,"I had been searching for housing for Fall at UCB and I was 
finally offered a place - then an ordeal followed, first I 
accepted then refused - related to my parents judgment (they're 
paying for me). Turns out that I was so upset at what my Dad said 
to me that I hung up on him. He called back and threatened to cut 
me off financially and emotionally.",anger
5520,"We got news that my (almost) 21 years old brother died while 
visiting Europe of a cerebral hemorhage. It finally hit me an 
hour after we saw his corpse in the coffin. It felt like a door 
between himself and everything had closed and locked forever.",sadness
5521,"I was reading in the paper the feature on Henry Lucas who claims 
to have killed 380 people. He was a recreational killer and a 
necrophiliac and zoophiliac. He has raped and beaten many women 
and killed men too.",disgust
5522,When I found our my mother didn't have cancer.,joy
5523,I was alone and someone tried to break in from our back door.,fear
5524,When some friends betrayed my friendship.,anger
5525,"When I did bad on a chamistry midterm which I could have done 
well.",sadness
5526,"When an employer of my younger sister (17 yrs) made a ""pass"" at 
her.",disgust
5527,"Riding home from school after completing two midterms in two 
days, and feeling I did well on them.",joy
5528,"Occured while preparing for a midterm in Social Welfare that I 
thought was going to be very hard and felt unprepared for.",fear
5529,"Argument with roommate over a lock he had put on kitchen cupboard 
without telling anyone.",anger
5530,Day time robbery of our house.,sadness
5531,Robbery mentioned under sadness.,disgust
5532,When I found out I got accepted to Berkeley.,joy
5533,"Before I moved away from home, I feared leaving.",fear
5534,"When a friend carelessly broke and object in my parent's house 
and did not apologize, or pay, or anything.",anger
5535,I felt sadness when my grandfather died.,sadness
5536,"This person I know lied about how much income his parents made 
and received money through grants which he did not need. Another 
person is barely making it, did not lie, and did not receive 
enough money.",disgust
5537,"On my birthday, my closest friends were here at Berkeley pithched 
in a lot of money each and bought me ten records to replace some 
of my records that were stolen. They threw a small surprise party 
for me too.",joy
5538,"While skiing in Squaw Valley, I was riding up a chair lift and 
right when the chair was above a sheer cliff of rocks, the chair 
lift stopped and all the chairs sagged and everything seemed to 
creak loudly.",fear
5539,"I received a poor grade on a midterm even though I got all the 
right answers and knew the material. I went to the TA to try to 
raise my grade and he wouldn't do it.",anger
5540,"My girlfriend wanted to breakup for an indefinite amt. of time. 
She said that she couldn't commit herself fully to the 
relationship without going out with other people. I was her first 
boyfriend.",sadness
5541,"I read in the newspaper about a 21 yr. old woman who was found 
naked and dead along a roadside. It turned out she had had two 
relatives 14 and 19 who were kidnapped, raped and killed earlier.",disgust
5542,"Being involved in a car accident and having my thumb caught in 
the glove compartment. My sister and I had a Fear of finally 
telling my parents, since my sister was the driver.",fear
5543,"A co-worker and I had to rush a project. I was only working there 
for one month and he for some years. Instead of letting me know 
that he wanted to do the project himself, he went to the 
superviser and let the superviser tell me to let the co-worker do 
it himself since he was quicker at it.",anger
5544,"Losing a pet chick. Our family had just put the chick outside a 
few days before and then one morning it was gone.",sadness
5545,NO RESPONSE,disgust
5546,"I experienced joy at a friend's 22nd birthday party. We had good 
food, good liquid, good company, good music, and an overall warm 
atmosphere. The birthday girl and I communicate incredibly well. 
I felt very content, warm and inspired just talking with her 
giving her a neck massage.",joy
5547,"Two summers ago my best friend and I drove into unknown mountains 
at midnight to pick up my broken car. We told one another 
horrifically scary ghost/murder stories and succeeded in scaring 
eachother pretty well - even though somewhere in our heads we 
knew the fears were unjustified.",fear
5548,"I had just seen my pseudo-girlfriend and our conversation angered 
me greatly.",anger
5549,My grandfather died thirteen years ago.,sadness
5550,"When one individual takes advantage of and/or injures another 
relatively defenseless individual, consciously. I feel disgust 
mingled with anger. A person on my dorm floor verbally assaulted 
another person for having a certain religious belief.",disgust
5551,"My parents and brother came up over the weekend. We are a very 
close family. This was my first year away from home. They brought 
one jacko-lantern with a new design. That is the old joke that 
we have a great new design - it's always the same.",joy
5552,"I was to meet one of my friends (girl) at the library at 8:00 
already dark. She would be walking alone. She was 45 minutes late 
but I kept waiting, calling her room and other places she could 
have been.",fear
5553,"While studying chemistry with a friend we became angry with 
eachother because we were both fed up.",anger
5554,"I received a letter from my grandmother. She has obviusly 
suffered a lot from my grandfather's suffering health. She 
mentioned things she had gotten him and he would never use.",sadness
5555,"One of my good friends told people something I had told her 
in confidence about someone else.",disgust
5556,"Football was a very big deal at my high school, so I was joyous 
when my school's team won the conference championship last year.",joy
